spectrum_id,posterior_mean,ci95_low,ci95_high
1,0.052014914160968755,0.045708461026394205,0.05950711210414922
2,0.13664529898362507,0.12889021550218946,0.1463165361174537
3,0.8113397868554062,0.8021472571928839,0.8214055656132047
