0	0	-75.98916969	61.04197821	-123.4335516	55.78664356	-114.7287566	114.7287566
1	0	-75.99611179	61.03642409	-123.5485404	55.76100468	-114.7287566	114.7287566
2	0	-75.96142758	60.97515796	-123.8034577	55.64330114	-114.7287566	114.7287566
3	0	-75.88507918	60.85813706	-124.1983734	55.4334692	-114.7287566	114.7287566
4	0	-75.76703934	60.68533517	-124.7333106	55.13147395	-114.7287566	114.7287566
5	0	-75.60729148	60.45674277	-125.4082456	54.73730942	-114.7287566	114.7287566
6	0	-75.40582977	60.17236708	-126.223107	54.25099873	-114.7287566	114.7287566
7	0	-75.1626592	59.83223214	-127.1777763	53.67259426	-114.7287566	114.7287566
8	0	-74.87779565	59.43637894	-128.2720874	53.00217772	-114.7287566	114.7287566
9	0	-74.55126595	58.98486544	-129.505826	52.23986033	-114.7287566	114.7287566
10	0	-74.18310799	58.47776672	-130.8787302	51.38578291	-114.7287566	114.7287566
11	0	-73.77337071	57.91517499	-132.3904898	50.44011602	-114.7287566	114.7287566
12	0	-73.32211429	57.2971997	-134.0407465	49.40306004	-114.7287566	114.7287566
13	0	-72.82941011	56.62396762	-135.8290936	48.27484531	-114.7287566	114.7287566
14	0	-72.29534088	55.89562289	-137.7550757	47.0557322	-114.7287566	114.7287566
15	0	-71.72000071	55.11232708	-139.8181891	45.74601122	-114.7287566	114.7287566
16	0	-71.10349517	54.27425931	-142.0178813	44.34600311	-114.7287566	114.7287566
17	0	-70.44594137	53.38161622	-144.3535511	42.85605888	-114.7287566	114.7287566
18	0	-69.747468	52.43461212	-146.8245484	41.27655993	-114.7287566	114.7287566
19	0	-69.00821547	51.43347897	-149.4301745	39.60791808	-114.7287566	114.7287566
20	0	-68.22833588	50.37846646	-152.1696817	37.85057564	-114.7287566	114.7287566
21	0	-67.40799318	49.26984206	-155.0422735	36.00500544	-114.7287566	114.7287566
22	0	-66.54736318	48.10789106	-158.0471046	34.07171087	-114.7287566	114.7287566
23	0	-65.64663363	46.89291657	-161.1832811	32.05122589	-114.7287566	114.7287566
24	0	-64.70600428	45.62523958	-164.4498599	29.94411507	-114.7287566	114.7287566
25	0	-63.72568695	44.30519899	-167.8458498	27.75097357	-114.7287566	114.7287566
26	0	-62.70590557	42.93315159	-171.3702108	25.47242714	-114.7287566	114.7287566
27	0	-61.64689625	41.5094721	-175.0218544	23.10913209	-114.7287566	114.7287566
28	0	-60.54890732	40.03455316	-178.7996441	20.66177524	-114.7287566	114.7287566
29	0	-59.41219939	38.50880536	-182.7023951	18.13107391	-114.7287566	114.7287566
30	0	-58.23704539	36.93265714	-186.7288749	15.51777582	-114.7287566	114.7287566
