energy_keV,template_1,template_2,template_3
0.0,0.0030003372955824783,0.0025073978579830502,0.00342438566519424
11.764705882352942,0.002982573358161665,0.0024942221669146405,0.003392064609250187
23.529411764705884,0.0029649972958492136,0.002479786329797278,0.003359480104459351
35.294117647058826,0.0029477332608750973,0.00246404725210692,0.003326670807566379
47.05882352941177,0.0029310900719107568,0.002446991018285164,0.0032936777260849895
58.8235294117647,0.0029157639325732023,0.002428632731188894,0.0032605438959509144
70.58823529411765,0.0029032680598114606,0.002409015774353646,0.0032273140512792597
82.3529411764706,0.0028968313162961537,0.00238821052011857,0.003194034288535202
94.11764705882354,0.0029032031181955424,0.002366312517397632,0.0031607517274252882
105.88235294117646,0.0029360270133475656,0.002343440202788951,0.003127514170799755
117.6470588235294,0.0030215100753095614,0.002319732187606058,0.0030943697658246173
129.41176470588235,0.0032066125188150666,0.0022953441811283007,0.003061366668636233
141.1764705882353,0.003568392055464799,0.0022704456167656063,0.0030285527146311506
152.94117647058823,0.004220297642272248,0.0022452160528064306,0.002995975096471037
164.7058823529412,0.005308102153216961,0.002219841422888224,0.002963680051796852
176.47058823529412,0.006987413206477305,0.0021945102132494418,0.002931712562549182
188.23529411764707,0.009379631768948312,0.00216940964417509,0.002900116067683447
200.0,0.01251496804623928,0.002144721931849733,0.002868932190950532
211.76470588235293,0.01628526509706091,0.002120620704129215,0.0028382004852861545
223.52941176470588,0.020435900543992424,0.002097267639611297,0.0028079581952170194
235.2941176470588,0.024615278531592146,0.002074809393929822,0.0027782400385494904
247.05882352941177,0.02847254237675327,0.002053374870546541,0.0027490780084582327
258.8235294117647,0.03176364880054146,0.0020330728856220166,0.0027205011969390867
270.5882352941176,0.03441423233813153,0.002013990267985467,0.0026925356404334747
282.3529411764706,0.0365066237960455,0.001996190425984521,0.0026652041882719146
294.11764705882354,0.03819866683526356,0.0019797124032873985,0.0026385263944229487
305.88235294117646,0.03961813138855875,0.001964570435755185,0.0026125184328719543
317.6470588235294,0.04078583337319533,0.0019507540115395125,0.0025871930367930714
329.4117647058824,0.04159973930425558,0.0019382284268488728,0.0025625594615178095
341.1764705882353,0.041877886650304924,0.0019269358206475441,0.00253862347114692
352.94117647058823,0.04143176322849161,0.001916796663222345,0.0025153873484987255
364.70588235294116,0.040135611667007604,0.0019077116664426256,0.0024928499279383127
376.47058823529414,0.037968020279347724,0.0018995640780882788,0.002471006650488696
388.2352941176471,0.03501909327920125,0.0018922223193684358,0.0024498496404880845
400.0,0.031469707461223566,0.0018855429243692966,0.002429367802927562
411.7647058823529,0.027555147784900588,0.0018793737434839902,0.0024095469404815375
423.52941176470586,0.02352513540470819,0.0018735573809074873,0.0023903698891299227
